"","Time.S","Plate","Size"
"2711",38481,"D2",522494
"2712",39317.5,"D2",527365
"2713",40154,"D2",532914
"2714",40990.4,"D2",534170
"2715",41826.9,"D2",534693
"2716",42663.4,"D2",543151
"2717",43499.9,"D2",548360
"2718",44336.4,"D2",550313
"2719",45172.8,"D2",556829
"2720",46009.3,"D2",561471
"2721",46845.8,"D2",564864
"2722",47682.3,"D2",575432
"2723",48518.8,"D2",572280
"2724",49355.2,"D2",575844
"2725",50191.7,"D2",575596
"2726",51028.2,"D2",576463
"2727",51864.7,"D2",581168
"2728",52701.2,"D2",583278
"2729",53537.6,"D2",580517
"2730",54374.1,"D2",585832
"2731",55210.6,"D2",585082
"2732",56047.1,"D2",587198
"2733",56883.5,"D2",586892
"2734",57720,"D2",593445
"2735",58556.5,"D2",595936
"2736",59393,"D2",596401
"2737",0,"D3",24917
"2738",836.5,"D3",27050
"2739",1673,"D3",29979
"2740",2512.5,"D3",33707
"2741",3349,"D3",39211
"2742",4185.5,"D3",44713
"2743",5022,"D3",51580
"2744",5858.5,"D3",59852
"2745",6694.9,"D3",71010
"2746",7531.4,"D3",83877
"2747",8367.9,"D3",98456
"2748",9204.4,"D3",118365
"2749",10040.8,"D3",139912
"2750",10877.3,"D3",163884
"2751",11713.8,"D3",191492
"2752",12550.3,"D3",218859
"2753",13386.7,"D3",245212
"2754",14223.2,"D3",269882
"2755",15059.7,"D3",288770
"2756",15896.2,"D3",307226
"2757",16732.6,"D3",327679
"2758",17569.1,"D3",339608
"2759",18405.6,"D3",351919
"2760",19242.1,"D3",360310
"2761",20078.5,"D3",370277
"2762",20915,"D3",379348
"2763",21751.5,"D3",388621
"2764",22588,"D3",396534
"2765",23424.5,"D3",401002
"2766",24260.9,"D3",406532
"2767",25097.4,"D3",411264
"2768",25933.9,"D3",420624
"2769",26770.4,"D3",428356
"2770",27606.8,"D3",435076
"2771",28443.3,"D3",436350
"2772",29279.8,"D3",441606
"2773",30116.3,"D3",450539
"2774",30952.8,"D3",450710
"2775",31789.2,"D3",457467
"2776",32625.7,"D3",461638
"2777",33462.2,"D3",467080
"2778",34298.6,"D3",471238
"2779",35135.1,"D3",472622
"2780",35971.6,"D3",474970
"2781",36808.1,"D3",478743
"2782",37644.5,"D3",478677
"2783",38481,"D3",479734
"2784",39317.5,"D3",480826
"2785",40154,"D3",481760
"2786",40990.4,"D3",482401
"2787",41826.9,"D3",481945
"2788",42663.4,"D3",488280
"2789",43499.9,"D3",491630
"2790",44336.4,"D3",494616
"2791",45172.8,"D3",499808
"2792",46009.3,"D3",498476
"2793",46845.8,"D3",506102
"2794",47682.3,"D3",506874
"2795",48518.8,"D3",506341
"2796",49355.2,"D3",506701
"2797",50191.7,"D3",509034
"2798",51028.2,"D3",513518
"2799",51864.7,"D3",512257
"2800",52701.2,"D3",514147
"2801",53537.6,"D3",511953
"2802",54374.1,"D3",509716
"2803",55210.6,"D3",509307
"2804",56047.1,"D3",512338
"2805",56883.5,"D3",512270
"2806",57720,"D3",516640
"2807",58556.5,"D3",521348
"2808",59393,"D3",517662
"2809",0,"D4",22594
"2810",836.5,"D4",24664
"2811",1673,"D4",27516
"2812",2512.5,"D4",31177
"2813",3349,"D4",36157
"2814",4185.5,"D4",41727
"2815",5022,"D4",48724
"2816",5858.5,"D4",57403
"2817",6694.9,"D4",68398
"2818",7531.4,"D4",81105
"2819",8367.9,"D4",96623
"2820",9204.4,"D4",116936
"2821",10040.8,"D4",137823
"2822",10877.3,"D4",161850
"2823",11713.8,"D4",189195
"2824",12550.3,"D4",216458
"2825",13386.7,"D4",242173
"2826",14223.2,"D4",264807
"2827",15059.7,"D4",283414
"2828",15896.2,"D4",300902
"2829",16732.6,"D4",323243
"2830",17569.1,"D4",332432
"2831",18405.6,"D4",343905
"2832",19242.1,"D4",353292
"2833",20078.5,"D4",364394
"2834",20915,"D4",373663
"2835",21751.5,"D4",378407
"2836",22588,"D4",389212
"2837",23424.5,"D4",395802
"2838",24260.9,"D4",399474
"2839",25097.4,"D4",406422
"2840",25933.9,"D4",411780
"2841",26770.4,"D4",419931
"2842",27606.8,"D4",424143
"2843",28443.3,"D4",432491
"2844",29279.8,"D4",435825
"2845",30116.3,"D4",444738
"2846",30952.8,"D4",446163
"2847",31789.2,"D4",451863
"2848",32625.7,"D4",454101
"2849",33462.2,"D4",461130
"2850",34298.6,"D4",462241
"2851",35135.1,"D4",464852
"2852",35971.6,"D4",468239
"2853",36808.1,"D4",467943
"2854",37644.5,"D4",469375
"2855",38481,"D4",469779
"2856",39317.5,"D4",470218
"2857",40154,"D4",473878
"2858",40990.4,"D4",475461
"2859",41826.9,"D4",472510
"2860",42663.4,"D4",479073
"2861",43499.9,"D4",479837
"2862",44336.4,"D4",485748
"2863",45172.8,"D4",485934
"2864",46009.3,"D4",492344
"2865",46845.8,"D4",493098
"2866",47682.3,"D4",495984
"2867",48518.8,"D4",496613
"2868",49355.2,"D4",497168
"2869",50191.7,"D4",497363
"2870",51028.2,"D4",500825
"2871",51864.7,"D4",500378
"2872",52701.2,"D4",500329
"2873",53537.6,"D4",497681
"2874",54374.1,"D4",501582
"2875",55210.6,"D4",500032
"2876",56047.1,"D4",497627
"2877",56883.5,"D4",501308
"2878",57720,"D4",503881
"2879",58556.5,"D4",505298
"2880",59393,"D4",506916
"3457",0,"E1",23038
"3458",836.5,"E1",25115
"3459",1673,"E1",28070
"3460",2512.5,"E1",31355
"3461",3349,"E1",36518
"3462",4185.5,"E1",42297
"3463",5022,"E1",48973
"3464",5858.5,"E1",57225
"3465",6694.9,"E1",68023
"3466",7531.4,"E1",80271
"3467",8367.9,"E1",95994
"3468",9204.4,"E1",116968
"3469",10040.8,"E1",139556
"3470",10877.3,"E1",165592
"3471",11713.8,"E1",195049
"3472",12550.3,"E1",222491
"3473",13386.7,"E1",249549
"3474",14223.2,"E1",274777
"3475",15059.7,"E1",295559
"3476",15896.2,"E1",313592
"3477",16732.6,"E1",338045
"3478",17569.1,"E1",351710
"3479",18405.6,"E1",364387
"3480",19242.1,"E1",374728
"3481",20078.5,"E1",385839
"3482",20915,"E1",394742
"3483",21751.5,"E1",401835
"3484",22588,"E1",409432
"3485",23424.5,"E1",421129
"3486",24260.9,"E1",423127
"3487",25097.4,"E1",425814
"3488",25933.9,"E1",431576
"3489",26770.4,"E1",437539
"3490",27606.8,"E1",442779
"3491",28443.3,"E1",446316
"3492",29279.8,"E1",448906
"3493",30116.3,"E1",452692
"3494",30952.8,"E1",454220
"3495",31789.2,"E1",461691
"3496",32625.7,"E1",461818
"3497",33462.2,"E1",464779
"3498",34298.6,"E1",466627
"3499",35135.1,"E1",467814
"3500",35971.6,"E1",468808
"3501",36808.1,"E1",466163
"3502",37644.5,"E1",472556
"3503",38481,"E1",468863
"3504",39317.5,"E1",472136
"3505",40154,"E1",469924
"3506",40990.4,"E1",467493
"3507",41826.9,"E1",468102
"3508",42663.4,"E1",471626
"3509",43499.9,"E1",478847
"3510",44336.4,"E1",477356
"3511",45172.8,"E1",482459
"3512",46009.3,"E1",484222
"3513",46845.8,"E1",484464
"3514",47682.3,"E1",489032
"3515",48518.8,"E1",489663
"3516",49355.2,"E1",487279
"3517",50191.7,"E1",490419
"3518",51028.2,"E1",488099
"3519",51864.7,"E1",487628
"3520",52701.2,"E1",489800
"3521",53537.6,"E1",487553
"3522",54374.1,"E1",488231
"3523",55210.6,"E1",485422
"3524",56047.1,"E1",489283
"3525",56883.5,"E1",485163
"3526",57720,"E1",490644
"3527",58556.5,"E1",491158
"3528",59393,"E1",490183
"3529",0,"E2",24946
"3530",836.5,"E2",27420
"3531",1673,"E2",30259
"3532",2512.5,"E2",34196
"3533",3349,"E2",39257
"3534",4185.5,"E2",45112
"3535",5022,"E2",52288
"3536",5858.5,"E2",60594
"3537",6694.9,"E2",71483
"3538",7531.4,"E2",84510
"3539",8367.9,"E2",99043
"3540",9204.4,"E2",118841
"3541",10040.8,"E2",140415
"3542",10877.3,"E2",164965
"3543",11713.8,"E2",191690
"3544",12550.3,"E2",217744
"3545",13386.7,"E2",245676
"3546",14223.2,"E2",269118
"3547",15059.7,"E2",288361
"3548",15896.2,"E2",308927
"3549",16732.6,"E2",328425
"3550",17569.1,"E2",342238
"3551",18405.6,"E2",353777
"3552",19242.1,"E2",363475
"3553",20078.5,"E2",373822
"3554",20915,"E2",383434
"3555",21751.5,"E2",390282
"3556",22588,"E2",398967
"3557",23424.5,"E2",404513
"3558",24260.9,"E2",411409
"3559",25097.4,"E2",415968
"3560",25933.9,"E2",423083
"3561",26770.4,"E2",428604
"3562",27606.8,"E2",436239
"3563",28443.3,"E2",443131
"3564",29279.8,"E2",445062
"3565",30116.3,"E2",449053
"3566",30952.8,"E2",454057
"3567",31789.2,"E2",462680
"3568",32625.7,"E2",464679
"3569",33462.2,"E2",466213
"3570",34298.6,"E2",473435
"3571",35135.1,"E2",474243
"3572",35971.6,"E2",472919
"3573",36808.1,"E2",473141
"3574",37644.5,"E2",482166
"3575",38481,"E2",479713
"3576",39317.5,"E2",477931
"3577",40154,"E2",483239
"3578",40990.4,"E2",482366
"3579",41826.9,"E2",483606
"3580",42663.4,"E2",488259
"3581",43499.9,"E2",490383
"3582",44336.4,"E2",491676
"3583",45172.8,"E2",494783
"3584",46009.3,"E2",500602
"3585",46845.8,"E2",502428
"3586",47682.3,"E2",502997
"3587",48518.8,"E2",510835
"3588",49355.2,"E2",506069
"3589",50191.7,"E2",505186
"3590",51028.2,"E2",510028
"3591",51864.7,"E2",507313
"3592",52701.2,"E2",510835
"3593",53537.6,"E2",507492
"3594",54374.1,"E2",510934
"3595",55210.6,"E2",509502
"3596",56047.1,"E2",510748
"3597",56883.5,"E2",510675
"3598",57720,"E2",516921
"3599",58556.5,"E2",516923
"3600",59393,"E2",516071
"3601",0,"E3",24563
"3602",836.5,"E3",26557
"3603",1673,"E3",29296
"3604",2512.5,"E3",32799
"3605",3349,"E3",37932
"3606",4185.5,"E3",43173
"3607",5022,"E3",50375
"3608",5858.5,"E3",58592
"3609",6694.9,"E3",69024
"3610",7531.4,"E3",81857
"3611",8367.9,"E3",96399
"3612",9204.4,"E3",115644
"3613",10040.8,"E3",137374
"3614",10877.3,"E3",161647
"3615",11713.8,"E3",189655
"3616",12550.3,"E3",216447
"3617",13386.7,"E3",242961
"3618",14223.2,"E3",268140
"3619",15059.7,"E3",288253
"3620",15896.2,"E3",305927
"3621",16732.6,"E3",328740
"3622",17569.1,"E3",338930
"3623",18405.6,"E3",352090
"3624",19242.1,"E3",359659
"3625",20078.5,"E3",370684
"3626",20915,"E3",377560
"3627",21751.5,"E3",386915
"3628",22588,"E3",393040
"3629",23424.5,"E3",399780
"3630",24260.9,"E3",405667
"3631",25097.4,"E3",410040
"3632",25933.9,"E3",417732
"3633",26770.4,"E3",424831
"3634",27606.8,"E3",430093
"3635",28443.3,"E3",435529
"3636",29279.8,"E3",440507
"3637",30116.3,"E3",445317
"3638",30952.8,"E3",450113
"3639",31789.2,"E3",454522
"3640",32625.7,"E3",458660
"3641",33462.2,"E3",462229
"3642",34298.6,"E3",466469
"3643",35135.1,"E3",469540
"3644",35971.6,"E3",473181
"3645",36808.1,"E3",471617
"3646",37644.5,"E3",475135
"3647",38481,"E3",474119
"3648",39317.5,"E3",476252
"3649",40154,"E3",479045
"3650",40990.4,"E3",478057
"3651",41826.9,"E3",477495
"3652",42663.4,"E3",483740
"3653",43499.9,"E3",486433
"3654",44336.4,"E3",487510
"3655",45172.8,"E3",491876
"3656",46009.3,"E3",496744
"3657",46845.8,"E3",500078
"3658",47682.3,"E3",497368
"3659",48518.8,"E3",502960
"3660",49355.2,"E3",501197
"3661",50191.7,"E3",506151
"3662",51028.2,"E3",503629
"3663",51864.7,"E3",503814
"3664",52701.2,"E3",503689
"3665",53537.6,"E3",505551
"3666",54374.1,"E3",507210
"3667",55210.6,"E3",503315
"3668",56047.1,"E3",508014
"3669",56883.5,"E3",509446
"3670",57720,"E3",510483
"3671",58556.5,"E3",514901
"3672",59393,"E3",509455
"3673",0,"E4",24456
"3674",836.5,"E4",26769
"3675",1673,"E4",29619
"3676",2512.5,"E4",33154
"3677",3349,"E4",38477
"3678",4185.5,"E4",44481
"3679",5022,"E4",51882
"3680",5858.5,"E4",60567
"3681",6694.9,"E4",71646
"3682",7531.4,"E4",85265
"3683",8367.9,"E4",100365
"3684",9204.4,"E4",120637
"3685",10040.8,"E4",143212
"3686",10877.3,"E4",167773
"3687",11713.8,"E4",195051
"3688",12550.3,"E4",222785
"3689",13386.7,"E4",249793
"3690",14223.2,"E4",272091
"3691",15059.7,"E4",291923
"3692",15896.2,"E4",309919
"3693",16732.6,"E4",332017
"3694",17569.1,"E4",342043
"3695",18405.6,"E4",352747
"3696",19242.1,"E4",362798
"3697",20078.5,"E4",373431
"3698",20915,"E4",380048
"3699",21751.5,"E4",388974
"3700",22588,"E4",397644
"3701",23424.5,"E4",404968
"3702",24260.9,"E4",410154
"3703",25097.4,"E4",418322
"3704",25933.9,"E4",421943
"3705",26770.4,"E4",430226
"3706",27606.8,"E4",439008
"3707",28443.3,"E4",443598
"3708",29279.8,"E4",448983
"3709",30116.3,"E4",450062
"3710",30952.8,"E4",455945
"3711",31789.2,"E4",463424
"3712",32625.7,"E4",467342
"3713",33462.2,"E4",470745
"3714",34298.6,"E4",474232
"3715",35135.1,"E4",477036
"3716",35971.6,"E4",481909
"3717",36808.1,"E4",480059
"3718",37644.5,"E4",486135
"3719",38481,"E4",485618
"3720",39317.5,"E4",486938
"3721",40154,"E4",491481
"3722",40990.4,"E4",494642
"3723",41826.9,"E4",492385
"3724",42663.4,"E4",493657
"3725",43499.9,"E4",497256
"3726",44336.4,"E4",502181
"3727",45172.8,"E4",505770
"3728",46009.3,"E4",511303
"3729",46845.8,"E4",513434
"3730",47682.3,"E4",512880
"3731",48518.8,"E4",516961
"3732",49355.2,"E4",514245
"3733",50191.7,"E4",517690
"3734",51028.2,"E4",519267
"3735",51864.7,"E4",519574
"3736",52701.2,"E4",520472
"3737",53537.6,"E4",516699
"3738",54374.1,"E4",519761
"3739",55210.6,"E4",518563
"3740",56047.1,"E4",519609
"3741",56883.5,"E4",521947
"3742",57720,"E4",525685
"3743",58556.5,"E4",528606
"3744",59393,"E4",523833
